kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra_str,dec_str,koi_kepmag,koi_kepmag_err
6531617,K07785.01,,CANDIDATE,CANDIDATE,0.323,0,0,0,0,433.220461,0.005076,-0.005076,271.04277,0.00977,-0.00977,0.178,0.281,-0.178,2.725,0.49,-0.49,725.1,94.1,-94.1,2.07,0.33,-0.25,203.0,,,0.4,0.2,-0.13,9.5,1.0,q1_q17_dr25_tce,5232.0,156.0,-156.0,4.519,0.096,-0.168,0.777,0.126,-0.094,19h38m30.51s,+41d55m59.5s,14.546,
6952971,K07798.01,,CANDIDATE,CANDIDATE,0.475,0,0,0,0,309.89103,0.0163,-0.0163,259.0588,0.0403,-0.0403,0.569,0.001,-0.482,16.4,1.5,-1.5,321.3,36.9,-36.9,2.15,0.73,-0.24,314.0,,,2.3,2.21,-0.72,10.7,1.0,q1_q17_dr25_tce,6450.0,153.0,-211.0,4.386,0.065,-0.208,1.155,0.389,-0.13,19h32m41.31s,+42d28m59.7s,14.706,
9351316,K02078.02,Kepler-1086 c,CONFIRMED,CANDIDATE,1.0,0,0,0,0,161.515617,0.001258,-0.001258,176.49978,0.00636,-0.00636,0.001,0.511,-0.001,6.548,0.288,-0.288,2215.3,97.1,-97.1,2.88,0.12,-0.13,211.0,,,0.47,0.08,-0.07,25.2,2.0,q1_q17_dr25_tce,4243.0,84.0,-84.0,4.637,0.027,-0.02,0.641,0.025,-0.03,19h41m00.28s,+45d50m34.7s,15.561,
9280239,K03975.01,Kepler-1536 b,CONFIRMED,CANDIDATE,0.99,0,0,0,0,364.751562,0.005117,-0.005117,135.47514,0.00915,-0.00915,0.875,0.014,-0.614,13.057,0.557,-0.557,1481.5,68.3,-68.3,2.89,0.2,-0.29,166.0,,,0.18,0.06,-0.05,25.5,1.0,q1_q17_dr25_tce,4386.0,137.0,-168.0,4.629,0.056,-0.024,0.63,0.045,-0.062,19h26m20.44s,+45d42m56.8s,15.188,
9205938,K02162.02,Kepler-1126 c,CONFIRMED,CANDIDATE,0.92,0,0,0,0,199.66876,0.003961,-0.003961,131.609,0.0171,-0.0171,0.046,0.42,-0.046,8.996,0.483,-0.483,251.9,19.7,-19.7,1.45,0.18,-0.18,305.0,,,2.06,0.76,-0.59,13.9,2.0,q1_q17_dr25_tce,5678.0,113.0,-102.0,4.409,0.132,-0.088,0.921,0.115,-0.115,19h02m46.08s,+45d41m21.8s,14.033,
8142787,K04005.01,Kepler-439 b,CONFIRMED,CANDIDATE,0.997,0,0,0,0,178.139072,0.001897,-0.001897,210.11802,0.00686,-0.00686,0.042,0.412,-0.042,9.654,0.283,-0.283,678.8,37.9,-37.9,2.25,0.22,-0.16,291.0,,,1.7,0.47,-0.31,20.3,1.0,q1_q17_dr25_tce,5431.0,81.0,-81.0,4.496,0.052,-0.078,0.879,0.086,-0.06,18h43m12.38s,+44d02m02.4s,14.56,
4947556,K03936.01,,CANDIDATE,CANDIDATE,0.0,0,0,0,0,141.608555,0.0007182,-0.0007182,190.27633,0.00375,-0.00375,0.399,0.065,-0.399,7.685,0.139,-0.139,1263.1,31.1,-31.1,2.98,0.29,-0.26,290.0,,,1.68,0.6,-0.44,43.3,1.0,q1_q17_dr25_tce,5083.0,152.0,-152.0,4.512,0.063,-0.07,0.844,0.083,-0.074,19h50m18.51s,+40d01m39.8s,13.336,
7300182,K07833.01,,CANDIDATE,CANDIDATE,0.923,0,0,0,0,172.820248,0.005097,-0.005097,302.0399,0.0181,-0.0181,0.249,0.219,-0.249,7.343,0.665,-0.665,549.3,62.2,-62.2,2.22,0.65,-0.22,338.0,,,3.08,2.66,-0.89,10.6,1.0,q1_q17_dr25_tce,6174.0,169.0,-206.0,4.499,0.05,-0.2,0.939,0.276,-0.092,19h47m08.53s,+42d52m49.0s,14.321,
8282846,K04015.01,Kepler-1539 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,133.303247,0.001334,-0.001334,167.76042,0.00848,-0.00848,0.063,0.379,-0.063,7.342,0.217,-0.217,1017.5,57.9,-57.9,2.67,0.12,-0.24,301.0,,,1.94,0.3,-0.44,20.6,1.0,q1_q17_dr25_tce,5064.0,75.0,-83.0,4.474,0.084,-0.03,0.864,0.039,-0.077,18h56m52.66s,+44d16m06.7s,15.307,
11497958,K01422.05,Kepler-296 e,CONFIRMED,CANDIDATE,0.984,0,0,0,0,34.1420506,0.0002289,-0.0002289,136.03624,0.00559,-0.00559,0.105,0.334,-0.105,2.945,0.179,-0.179,788.0,63.1,-63.1,1.06,0.13,-0.16,248.0,,,0.89,0.33,-0.3,13.3,4.0,q1_q17_dr25_tce,3526.0,71.0,-78.0,4.866,0.066,-0.044,0.383,0.048,-0.058,19h06m09.60s,+49d26m14.4s,15.921,
6444896,K03138.01,Kepler-1649 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,8.68910764,3.364e-05,-3.364e-05,133.23559,0.00388,-0.00388,0.049,0.417,-0.049,1.1627,0.0951,-0.0951,1679.0,134.0,-134.0,0.49,0.0,0.0,211.0,,,0.47,0.0,0.0,9.6,1.0,q1_q17_dr25_tce,2703.0,0.0,0.0,5.274,0.0,0.0,0.118,0.0,0.0,19h30m00.91s,+41d49m49.5s,17.131,
6368905,K05276.01,,CANDIDATE,CANDIDATE,0.193,0,0,0,0,220.720142,0.00618,-0.00618,303.8527,0.019,-0.019,0.113,0.331,-0.113,8.186,0.583,-0.583,862.5,86.6,-86.6,2.0,0.28,-0.16,235.0,,,0.72,0.35,-0.2,12.0,1.0,q1_q17_dr25_tce,5150.0,184.0,-184.0,4.634,0.033,-0.077,0.696,0.097,-0.057,19h33m27.54s,+41d47m20.0s,15.827,
3968809,K05030.01,,CANDIDATE,CANDIDATE,,0,0,0,0,411.8969,0.01427,-0.01427,379.0087,0.0151,-0.0151,0.4026,0.0322,-0.4026,6.203,0.673,-0.673,502.8,64.4,-64.4,2.61,1.3,-0.3,279.0,,,1.43,2.1,-0.48,8.5,1.0,q1_q16_tce,6362.0,154.0,-247.0,4.408,0.058,-0.3,1.144,0.569,-0.135,19h40m45.29s,+39d01m07.1s,14.452,
6697817,K03508.01,,CANDIDATE,CANDIDATE,0.975,0,0,0,0,190.800788,0.002576,-0.002576,236.0389,0.0103,-0.0103,0.066,0.389,-0.066,8.082,0.352,-0.352,287.6,25.6,-25.6,1.67,0.27,-0.07,321.0,,,2.51,1.05,-0.32,13.0,1.0,q1_q17_dr25_tce,5993.0,72.0,-84.0,4.489,0.021,-0.119,0.986,0.16,-0.038,19h34m29.66s,+42d07m46.7s,14.322,
5436455,K05164.01,,CANDIDATE,CANDIDATE,,0,0,0,0,209.967521,0.003005,-0.003005,241.95921,0.00876,-0.00876,0.2723,0.201,-0.2722,2.585,0.342,-0.342,120.0,20.2,-20.2,1.16,0.55,-0.11,344.0,,,3.29,4.61,-0.89,7.1,1.0,q1_q16_tce,6437.0,148.0,-198.0,4.439,0.049,-0.312,1.042,0.5,-0.096,19h11m29.82s,+40d37m49.5s,12.489,
5439000,K05165.01,,CANDIDATE,CANDIDATE,,0,0,0,0,369.73011,0.02032,-0.02032,246.29,0.0404,-0.0404,0.1236,0.3231,-0.1235,14.27,3.9,-3.9,274.8,81.3,-81.3,1.66,0.74,-0.15,274.0,,,1.34,1.74,-0.37,9.6,1.0,q1_q16_tce,6283.0,161.0,-195.0,4.453,0.052,-0.302,0.999,0.441,-0.095,19h15m24.30s,+40d41m33.3s,13.976,
6517064,K05289.01,,CANDIDATE,CANDIDATE,,0,0,0,0,181.81214,0.008056,-0.008056,144.6702,0.0298,-0.0298,0.3694,0.0824,-0.3693,16.164,0.949,-0.949,474.6,42.3,-42.3,2.04,0.83,-0.18,324.0,,,2.6,3.08,-0.69,21.3,1.0,q1_q16_tce,6060.0,154.0,-189.0,4.509,0.04,-0.297,0.925,0.375,-0.081,19h20m37.99s,+41d59m23.2s,14.94,
6517200,K05290.01,,CANDIDATE,CANDIDATE,,0,0,0,0,435.50635,0.03899,-0.03899,267.6857,0.0727,-0.0727,0.1452,0.2898,-0.1451,34.16,2.1,-2.1,553.8,65.9,-65.9,2.06,0.72,-0.15,225.0,,,0.61,0.63,-0.15,8.2,1.0,q1_q16_tce,5750.0,161.0,-164.0,4.538,0.027,-0.258,0.882,0.308,-0.066,19h20m48.16s,+41d56m46.6s,15.667,
1865864,K04926.01,,CANDIDATE,CANDIDATE,0.523,0,0,0,0,69.089357,0.002371,-0.002371,135.4461,0.028,-0.028,0.051,0.416,-0.051,6.207,0.93,-0.93,475.1,73.5,-73.5,1.47,0.13,-0.14,332.0,,,2.87,0.92,-0.8,8.6,1.0,q1_q17_dr25_tce,4848.0,131.0,-146.0,4.581,0.063,-0.036,0.698,0.062,-0.068,19h23m29.53s,+37d21m43.8s,15.572,
5529385,K05176.01,,CANDIDATE,CANDIDATE,,0,0,0,0,215.732414,0.005771,-0.005771,294.363,0.0109,-0.0109,0.4046,0.1079,-0.4046,1.915,0.425,-0.425,208.2,48.3,-48.3,1.26,0.55,-0.15,292.0,,,1.72,2.27,-0.49,7.3,1.0,q1_q16_tce,5790.0,164.0,-135.0,4.479,0.083,-0.284,0.856,0.379,-0.097,19h21m44.38s,+40d46m38.1s,13.372,
2019199,K04931.01,,CANDIDATE,CANDIDATE,,0,0,0,0,579.81521,0.01732,-0.01732,343.5587,0.0284,-0.0284,0.8425,0.034,-0.5902,5.43,3.3,-3.3,607.0,117.0,-117.0,2.71,1.06,-0.29,218.0,,,0.53,0.62,-0.15,7.9,1.0,q1_q16_tce,5822.0,160.0,-170.0,4.449,0.07,-0.27,0.969,0.377,-0.106,19h29m56.69s,+37d24m15.6s,14.473,
2437653,K04940.01,,CANDIDATE,CANDIDATE,,0,0,0,0,84.6405853,0.0009678,-0.0009678,183.17243,0.00971,-0.00971,0.2541,0.2141,-0.254,2.657,0.306,-0.306,784.0,117.0,-117.0,1.72,0.14,-0.18,271.0,,,1.27,0.41,-0.36,8.2,1.0,q1_q16_tce,4386.0,130.0,-129.0,4.629,0.057,-0.027,0.63,0.052,-0.064,19h20m57.85s,+37d47m06.8s,15.16,
4471313,K05066.01,,CANDIDATE,CANDIDATE,,0,0,0,0,110.089267,0.002362,-0.002362,174.2529,0.0179,-0.0179,0.2852,0.1965,-0.2849,1.575,0.478,-0.478,1018.0,245.0,-245.0,2.4,0.83,-0.18,322.0,,,2.54,2.84,-0.63,5.6,1.0,q1_q16_tce,5465.0,214.0,-172.0,4.6,0.031,-0.2,0.75,0.261,-0.056,19h34m02.82s,+39d31m41.8s,15.792,
4478142,K05067.01,,CANDIDATE,CANDIDATE,0.898,0,0,0,0,219.931324,0.0067,-0.0067,329.3836,0.0226,-0.0226,0.307,0.157,-0.307,4.818,0.873,-0.873,641.0,118.0,-118.0,2.3,0.29,-0.14,279.0,,,1.43,0.49,-0.23,7.1,1.0,q1_q17_dr25_tce,5557.0,75.0,-83.0,4.5,0.038,-0.113,0.912,0.116,-0.053,19h40m44.83s,+39d34m32.5s,14.254,
4484179,K05068.01,,CANDIDATE,CANDIDATE,,0,0,0,0,385.29212,0.01484,-0.01484,440.5319,0.0237,-0.0237,0.0118,0.4231,-0.0116,19.417,0.611,-0.611,218.5,17.5,-17.5,1.57,0.52,-0.23,290.0,,,1.68,1.62,-0.6,15.1,1.0,q1_q16_tce,6440.0,171.0,-194.0,4.355,0.126,-0.236,1.053,0.347,-0.156,19h45m41.45s,+39d34m45.8s,13.086,
5650930,K05188.01,,CANDIDATE,CANDIDATE,,0,0,0,0,455.195496,0.006771,-0.006771,312.331,0.0101,-0.0101,0.054,0.3858,-0.0539,3.565,0.273,-0.273,293.6,38.9,-38.9,2.09,0.96,-0.33,290.0,,,1.67,2.26,-0.62,8.0,1.0,q1_q16_tce,6478.0,158.0,-199.0,4.29,0.128,-0.267,1.209,0.557,-0.189,19h57m08.01s,+40d50m03.8s,12.376,
2861298,K04958.01,,CANDIDATE,CANDIDATE,,0,0,0,0,581.729006,0.009361,-0.009361,341.09187,0.00935,-0.00935,0.2236,0.2434,-0.2235,6.647,0.41,-0.41,186.7,20.9,-20.9,2.74,1.38,-1.24,308.0,,,2.12,3.38,-1.56,8.6,1.0,q1_q16_tce,5765.0,202.0,-173.0,3.837,0.458,-0.264,2.005,1.008,-0.907,19h33m16.47s,+38d00m19.7s,12.362,
5793275,K05202.01,,CANDIDATE,CANDIDATE,,0,0,0,0,535.93723,0.02765,-0.02765,135.5316,0.0322,-0.0322,0.5968,0.0024,-0.4999,11.85,1.3,-1.3,337.2,47.4,-47.4,1.83,0.78,-0.16,227.0,,,0.63,0.78,-0.17,8.8,1.0,q1_q17_dr24_tce,6014.0,157.0,-190.0,4.494,0.042,-0.301,0.958,0.406,-0.084,19h30m14.28s,+41d05m24.0s,14.679,
5857656,K05205.01,,CANDIDATE,CANDIDATE,,0,0,0,0,313.051405,0.002137,-0.002137,408.62595,0.00415,-0.00415,0.2093,0.2087,-0.2093,10.969,0.146,-0.146,594.9,17.0,-17.0,2.91,1.8,-0.41,310.0,,,2.2,4.13,-0.77,39.5,1.0,q1_q16_tce,6218.0,147.0,-187.0,4.322,0.107,-0.335,1.185,0.735,-0.167,18h58m38.45s,+41d06m32.2s,12.842,
3001955,K04961.01,,CANDIDATE,CANDIDATE,,0,0,0,0,348.96347,0.03016,-0.03016,184.8658,0.0543,-0.0543,0.6924,0.2629,-0.4629,13.84,2.6,-2.6,585.2,97.3,-97.3,2.04,0.18,-0.11,198.0,,,0.36,0.13,-0.07,11.8,1.0,q1_q16_tce,4823.0,154.0,-124.0,4.564,0.027,-0.063,0.792,0.073,-0.042,19h36m20.28s,+38d09m22.7s,15.325,
4761427,K05085.01,,CANDIDATE,CANDIDATE,,0,0,0,0,327.063,0.01666,-0.01666,438.3693,0.0299,-0.0299,0.3983,0.0519,-0.3983,8.06,1.8,-1.8,1006.0,181.0,-181.0,2.82,1.06,-0.22,248.0,,,0.89,1.0,-0.22,8.8,1.0,q1_q16_tce,5750.0,166.0,-177.0,4.538,0.028,-0.273,0.882,0.331,-0.068,19h42m30.19s,+39d49m28.7s,15.941,
4770798,K05087.01,,CANDIDATE,CANDIDATE,,0,0,0,0,651.07431,0.01577,-0.01577,216.3882,0.0224,-0.0224,0.0343,0.4067,-0.0341,5.603,0.625,-0.625,153.7,26.2,-26.2,1.55,0.59,-0.35,234.0,,,0.71,0.81,-0.32,7.1,1.0,q1_q16_tce,5696.0,156.0,-148.0,4.218,0.207,-0.219,1.261,0.482,-0.28,19h50m02.21s,+39d53m16.9s,12.524,
5965629,K05216.01,,CANDIDATE,CANDIDATE,,0,0,0,0,377.311149,0.007296,-0.007296,411.6189,0.0139,-0.0139,0.3818,0.0611,-0.3818,3.33,0.467,-0.467,804.0,140.0,-140.0,2.56,1.08,-0.21,243.0,,,0.83,1.06,-0.21,8.3,1.0,q1_q16_tce,5897.0,169.0,-179.0,4.531,0.031,-0.303,0.891,0.378,-0.071,19h33m51.28s,+41d17m27.4s,15.495,
6939913,K05337.01,,CANDIDATE,CANDIDATE,,0,0,0,0,470.65357,0.01034,-0.01034,173.647,0.0186,-0.0186,0.1585,0.3081,-0.1585,3.458,0.867,-0.867,985.0,185.0,-185.0,2.99,1.21,-0.27,238.0,,,0.75,0.9,-0.21,8.3,1.0,q1_q16_tce,6039.0,156.0,-198.0,4.493,0.044,-0.293,0.951,0.386,-0.087,19h16m10.97s,+42d26m48.3s,15.07,
4912650,K05098.01,,CANDIDATE,CANDIDATE,0.923,0,0,0,0,100.345648,0.001295,-0.001295,152.8425,0.0118,-0.0118,0.54,0.003,-0.477,7.939,0.308,-0.308,372.3,28.0,-28.0,1.57,0.11,-0.08,325.0,,,2.62,0.61,-0.45,15.2,1.0,q1_q17_dr25_tce,5180.0,103.0,-103.0,4.548,0.041,-0.054,0.8,0.054,-0.043,19h13m22.02s,+40d05m47.0s,14.855,
6021840,K05222.01,,CANDIDATE,CANDIDATE,,0,0,0,0,367.6758,0.03193,-0.03193,370.244,0.0551,-0.0551,0.0213,0.4275,-0.021,23.5,1.4,-1.4,699.5,70.9,-70.9,2.77,1.42,-0.26,271.0,,,1.27,1.93,-0.37,14.0,1.0,q1_q16_tce,6140.0,156.0,-220.0,4.455,0.043,-0.329,1.048,0.537,-0.098,18h54m03.74s,+41d20m08.9s,15.343,
3356156,K04976.01,,CANDIDATE,CANDIDATE,,0,0,0,0,624.90338,0.01789,-0.01789,241.5869,0.0199,-0.0199,0.0703,0.3814,-0.0702,12.169,0.707,-0.707,249.0,24.7,-24.7,2.77,1.9,-0.5,320.0,,,2.48,5.49,-1.11,10.6,1.0,q1_q16_tce,7089.0,213.0,-337.0,4.148,0.11,-0.391,1.729,1.193,-0.31,19h39m27.39s,+38d28m48.7s,13.62,
3428127,K04978.01,,CANDIDATE,CANDIDATE,,0,0,0,0,339.18998,0.01434,-0.01434,300.2366,0.029,-0.029,0.2222,0.2486,-0.2221,5.117,0.597,-0.597,822.0,124.0,-124.0,2.75,1.09,-0.38,253.0,,,0.96,1.2,-0.32,7.6,1.0,q1_q16_tce,5544.0,192.0,-159.0,4.402,0.12,-0.256,0.966,0.385,-0.133,19h06m21.78s,+38d33m29.9s,15.278,
3441795,K04981.01,,CANDIDATE,CANDIDATE,,0,0,0,0,349.73652,0.01162,-0.01162,268.2946,0.0192,-0.0192,0.0074,0.4518,-0.0073,3.428,0.722,-0.722,886.0,169.0,-169.0,2.32,0.68,-0.17,216.0,,,0.52,0.47,-0.12,6.0,1.0,q1_q16_tce,5310.0,173.0,-142.0,4.582,0.025,-0.188,0.796,0.234,-0.057,19h23m47.63s,+38d33m57.3s,15.466,
4915582,K05101.01,,CANDIDATE,CANDIDATE,,0,0,0,0,436.18813,0.0255,-0.0255,185.8184,0.0492,-0.0492,0.0998,0.3626,-0.0997,11.35,1.4,-1.4,118.0,16.5,-16.5,1.64,0.7,-0.45,331.0,,,2.84,3.55,-1.53,8.7,1.0,q1_q16_tce,6499.0,174.0,-204.0,4.084,0.261,-0.231,1.497,0.635,-0.414,19h17m25.34s,+40d04m06.1s,13.026,
6034834,K05227.01,,CANDIDATE,CANDIDATE,,0,0,0,0,371.56492,0.0139,-0.0139,259.8491,0.0316,-0.0316,0.2626,0.194,-0.2625,14.736,0.697,-0.697,375.5,33.2,-33.2,1.89,0.82,-0.35,259.0,,,1.06,1.39,-0.43,16.2,1.0,q1_q16_tce,5735.0,172.0,-138.0,4.351,0.183,-0.272,0.972,0.422,-0.183,19h17m22.84s,+41d21m53.2s,14.058,
6038152,K05229.01,,CANDIDATE,CANDIDATE,,0,0,0,0,364.63189,0.02708,-0.02708,145.6294,0.0717,-0.0717,0.4524,0.0269,-0.4497,22.93,2.5,-2.5,302.8,28.3,-28.3,2.06,1.13,-0.24,298.0,,,1.86,3.05,-0.6,13.3,1.0,q1_q16_tce,6446.0,162.0,-226.0,4.381,0.067,-0.317,1.155,0.632,-0.135,19h21m35.67s,+41d21m05.6s,14.425,
3540873,K04986.01,,CANDIDATE,CANDIDATE,,0,0,0,0,444.04257,0.02842,-0.02842,334.6734,0.0399,-0.0399,0.062,0.3936,-0.062,10.9,1.1,-1.1,417.4,63.7,-63.7,1.48,0.47,-0.08,211.0,,,0.47,0.43,-0.1,7.4,1.0,q1_q16_tce,5776.0,167.0,-149.0,4.622,0.026,-0.199,0.726,0.228,-0.042,19h21m25.15s,+38d40m21.1s,14.795,
3548645,K04991.01,,CANDIDATE,CANDIDATE,,0,0,0,0,211.330867,0.007469,-0.007469,244.953,0.0339,-0.0339,0.055,0.4073,-0.0549,4.66,1.2,-1.2,531.0,103.0,-103.0,2.09,0.7,-0.18,300.0,,,1.92,1.9,-0.54,7.5,1.0,q1_q16_tce,5941.0,172.0,-213.0,4.519,0.036,-0.25,0.911,0.303,-0.08,19h29m55.42s,+38d39m14.8s,15.27,
6067545,K05236.01,,CANDIDATE,CANDIDATE,0.0,0,0,0,0,550.86514,0.01215,-0.01215,307.6878,0.013,-0.013,0.027,0.428,-0.027,14.548,0.486,-0.486,346.5,19.3,-19.3,2.06,0.34,-0.2,238.0,,,0.76,0.31,-0.18,20.8,1.0,q1_q17_dr25_tce,5912.0,71.0,-82.0,4.367,0.08,-0.12,1.115,0.181,-0.111,19h53m35.52s,+41d18m53.6s,13.093,
6115356,K05237.01,,CANDIDATE,CANDIDATE,,0,0,0,0,380.39474,0.02229,-0.02229,502.2332,0.0222,-0.0222,0.1094,0.3546,-0.1091,10.775,0.955,-0.955,603.0,68.5,-68.5,1.84,0.8,-0.12,224.0,,,0.6,0.79,-0.13,8.6,1.0,q1_q16_tce,5772.0,180.0,-146.0,4.608,0.027,-0.272,0.745,0.325,-0.047,19h16m48.04s,+41d25m50.7s,15.326,
6198670,K05248.01,,CANDIDATE,CANDIDATE,,0,0,0,0,179.25465,0.02287,-0.02287,154.3773,0.0953,-0.0953,0.1755,0.2656,-0.1753,22.35,3.2,-3.2,272.4,33.9,-33.9,1.35,0.63,-0.15,301.0,,,1.94,2.8,-0.55,9.9,1.0,q1_q16_tce,5692.0,181.0,-148.0,4.496,0.082,-0.291,0.82,0.383,-0.09,19h19m18.50s,+41d31m29.3s,15.142,
5166811,K05130.01,,CANDIDATE,CANDIDATE,,0,0,0,0,370.05918,0.02027,-0.02027,311.474,0.0452,-0.0452,0.0166,0.4255,-0.0166,11.86,1.3,-1.3,669.8,90.4,-90.4,1.9,0.44,-0.15,206.0,,,0.43,0.31,-0.1,8.6,1.0,q1_q16_tce,5228.0,176.0,-141.0,4.592,0.031,-0.132,0.751,0.173,-0.058,18h57m51.80s,+40d18m53.8s,15.612,
9002278,K00701.04,Kepler-62 f,CONFIRMED,CANDIDATE,0.0,0,0,0,0,267.282521,0.00481,-0.00481,589.71975,0.00916,-0.00916,0.378,0.092,-0.378,7.788,0.374,-0.374,471.9,26.9,-26.9,1.43,0.08,-0.06,207.0,,,0.44,0.09,-0.07,19.3,4.0,q1_q17_dr25_tce,4926.0,98.0,-98.0,4.653,0.017,-0.049,0.662,0.041,-0.027,18h52m51.06s,+45d20m59.5s,13.725,
3834728,K05009.01,,CANDIDATE,CANDIDATE,,0,0,0,0,359.98653,0.01209,-0.01209,352.5338,0.0283,-0.0283,0.3719,0.0874,-0.3718,3.866,0.86,-0.86,671.0,141.0,-141.0,1.76,0.29,-0.13,200.0,,,0.38,0.19,-0.09,5.6,1.0,q1_q16_tce,5171.0,154.0,-138.0,4.626,0.037,-0.083,0.677,0.11,-0.051,19h04m55.76s,+38d59m30.3s,15.155,
5184144,K05135.01,,CANDIDATE,CANDIDATE,,0,0,0,0,314.765374,0.005622,-0.005622,283.1235,0.018,-0.018,0.158,0.3571,-0.158,3.325,0.75,-0.75,732.0,161.0,-161.0,2.0,0.46,-0.15,217.0,,,0.53,0.37,-0.13,7.5,1.0,q1_q16_tce,5228.0,176.0,-142.0,4.6,0.028,-0.137,0.755,0.171,-0.057,19h23m44.25s,+40d21m29.4s,15.578,
6359881,K05268.01,,CANDIDATE,CANDIDATE,,0,0,0,0,474.22897,0.03071,-0.03071,161.0544,0.0507,-0.0507,0.1936,0.2733,-0.1936,13.05,1.7,-1.7,475.2,79.7,-79.7,2.0,0.77,-0.15,225.0,,,0.6,0.68,-0.15,7.2,1.0,q1_q16_tce,5818.0,157.0,-197.0,4.523,0.028,-0.284,0.925,0.355,-0.069,19h21m31.74s,+41d45m26.7s,15.322,
6359929,K05269.01,,CANDIDATE,CANDIDATE,,0,0,0,0,371.50631,0.01167,-0.01167,260.1243,0.0196,-0.0196,0.0156,0.4519,-0.0155,8.854,0.8,-0.8,992.0,108.0,-108.0,2.88,1.17,-0.26,242.0,,,0.8,0.99,-0.2,14.1,1.0,q1_q16_tce,5696.0,166.0,-162.0,4.491,0.049,-0.283,0.924,0.376,-0.082,19h21m35.51s,+41d45m02.8s,15.392,
9274092,K05649.01,,CANDIDATE,CANDIDATE,,0,0,0,0,426.942225,0.007556,-0.007556,485.38171,0.00819,-0.00819,0.2981,0.1556,-0.2981,3.965,0.423,-0.423,1209.0,152.0,-152.0,2.32,0.33,-0.18,187.0,,,0.29,0.14,-0.07,11.8,1.0,q1_q16_tce,5126.0,152.0,-139.0,4.623,0.042,-0.071,0.669,0.097,-0.052,19h15m09.57s,+45d43m38.9s,15.218,
9282853,K05651.01,,CANDIDATE,CANDIDATE,0.643,0,0,0,0,83.499618,0.004992,-0.004992,163.5093,0.0518,-0.0518,0.341,0.123,-0.341,16.03,1.4,-1.4,501.0,37.4,-37.4,1.72,0.19,-0.2,343.0,,,3.29,1.45,-1.05,16.1,1.0,q1_q17_dr25_tce,5141.0,196.0,-179.0,4.526,0.082,-0.075,0.773,0.088,-0.088,19h30m34.22s,+45d43m56.4s,15.726,
9292100,K05652.01,,CANDIDATE,CANDIDATE,,0,0,0,0,91.507044,0.001381,-0.001381,184.2723,0.0132,-0.0132,0.1665,0.2766,-0.1665,5.019,0.326,-0.326,539.0,56.1,-56.1,1.43,5.41,-0.11,302.0,,,1.97,49.96,-0.48,12.4,1.0,q1_q16_tce,5040.0,183.0,-143.0,4.635,0.056,-1.207,0.626,2.363,-0.05,19h44m13.60s,+45d46m11.1s,14.969,
9300066,K05653.01,,CANDIDATE,CANDIDATE,,0,0,0,0,188.664098,0.006656,-0.006656,154.3037,0.0193,-0.0193,0.2033,0.2435,-0.2032,5.179,0.617,-0.617,960.0,138.0,-138.0,2.02,0.26,-0.19,232.0,,,0.68,0.29,-0.19,9.4,1.0,q1_q16_tce,4788.0,152.0,-134.0,4.599,0.059,-0.053,0.672,0.084,-0.065,19h53m32.69s,+45d45m51.2s,15.545,
10191449,K05775.01,,CANDIDATE,CANDIDATE,,0,0,0,0,492.23808,0.01382,-0.01382,247.5842,0.0184,-0.0184,0.0198,0.3974,-0.0198,12.53,0.706,-0.706,676.8,66.3,-66.3,2.19,0.91,-0.17,209.0,,,0.45,0.56,-0.1,13.2,1.0,q1_q16_tce,5609.0,159.0,-149.0,4.546,0.03,-0.285,0.854,0.352,-0.067,18h56m22.20s,+47d15m05.0s,15.502,
8507586,K05528.01,,CANDIDATE,CANDIDATE,,0,0,0,0,201.621794,0.007555,-0.007555,261.7721,0.0269,-0.0269,0.1779,0.3135,-0.1778,3.172,0.669,-0.669,480.0,109.0,-109.0,2.02,0.81,-0.2,309.0,,,2.14,2.54,-0.6,6.8,1.0,q1_q16_tce,5919.0,167.0,-175.0,4.483,0.057,-0.28,0.923,0.367,-0.093,19h44m45.89s,+44d32m31.6s,15.169,
9334027,K05657.01,,CANDIDATE,CANDIDATE,,0,0,0,0,284.699924,0.004635,-0.004635,257.6791,0.0149,-0.0149,0.3145,0.1587,-0.3144,3.709,0.826,-0.826,371.1,80.4,-80.4,2.0,0.84,-0.21,293.0,,,1.74,2.14,-0.52,7.6,1.0,q1_q16_tce,6054.0,156.0,-193.0,4.425,0.065,-0.285,1.028,0.432,-0.109,19h12m07.07s,+45d48m00.4s,14.403,
