kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra_str,dec_str,koi_kepmag,koi_joined
8608544,0000000000000000000000000000000071d8f981ac2bc70e42b84cbce1c2650c,,CANDIDATE,CANDIDATE,0.573,353.01861,0.01111,-0.01111,350.0863,0.0219,-0.0219,0.064,0.359,-0.064,15.583,0.481,-0.481,375.1,27.7,-27.7,2.25,0.76,-0.25,301.0,1.93,1.84,-0.58,14.9,2.0,q1_q17_dr25_tce,6450.0,144.0,-192.0,4.386,0.067,-0.216,1.155,0.389,-0.13,18h56m46.12s,+44d45m43.6s,13.971,"CANDIDATE,CANDIDATE"
7832787,00000000000000000000000000000000a8d863f54d5887fa9c66de19c88719a9,,CANDIDATE,CANDIDATE,0.578,338.00692,0.0124,-0.0124,262.4,0.0248,-0.0248,0.184,0.246,-0.184,16.745,0.675,-0.675,544.3,41.1,-41.1,2.09,0.6,-0.21,249.0,0.91,0.77,-0.25,15.3,1.0,q1_q17_dr25_tce,5741.0,153.0,-170.0,4.502,0.062,-0.188,0.898,0.26,-0.087,19h40m53.52s,+43d35m25.6s,15.023,"CANDIDATE,CANDIDATE"
8022520,000000000000000000000000000000003c76486785e7a333285c0e4148b263fd,,CANDIDATE,CANDIDATE,0.12,432.42787,0.03739,-0.03739,361.4078,0.0394,-0.0394,0.716,0.277,-0.491,19.63,3.4,-3.4,110.3,70.4,-70.4,1.14,0.37,-0.13,259.0,1.07,1.04,-0.32,6.0,1.0,q1_q17_dr25_tce,6263.0,169.0,-188.0,4.46,0.054,-0.216,1.009,0.335,-0.112,19h18m39.78s,+43d52m46.1s,13.814,"CANDIDATE,CANDIDATE"
9650579,000000000000000000000000000000008b171ada94af6303d6ef515eba32fe1d,,CANDIDATE,CANDIDATE,0.335,432.96905,0.04634,-0.04634,186.7367,0.0631,-0.0631,0.4,0.069,-0.4,20.76,3.5,-3.5,257.9,51.0,-51.0,1.43,0.33,-0.12,219.0,0.55,0.37,-0.14,8.1,1.0,q1_q17_dr25_tce,5580.0,150.0,-166.0,4.538,0.031,-0.178,0.886,0.207,-0.074,19h29m38.91s,+46d21m50.0s,14.942,"CANDIDATE,CANDIDATE"
9650762,000000000000000000000000000000009ecba89285849b303fd3f9411e60faec,,CANDIDATE,CANDIDATE,0.839,372.15035,0.02752,-0.02752,453.6928,0.0563,-0.0563,0.259,0.206,-0.259,21.23,1.7,-1.7,457.4,42.4,-42.4,1.74,0.46,-0.14,232.0,0.69,0.52,-0.18,12.3,1.0,q1_q17_dr25_tce,5769.0,155.0,-172.0,4.57,0.042,-0.168,0.812,0.212,-0.066,19h29m55.60s,+46d22m17.3s,15.138,"CANDIDATE,CANDIDATE"
11714107,00000000000000000000000000000000e5c42283e1e468ddd771a03c4f1db449,,CANDIDATE,CANDIDATE,0.471,405.35457,0.01234,-0.01234,311.8,0.0265,-0.0265,0.285,0.163,-0.285,10.778,0.802,-0.802,545.6,63.9,-63.9,2.11,0.56,-0.24,232.0,0.69,0.54,-0.21,10.2,1.0,q1_q17_dr25_tce,5650.0,152.0,-169.0,4.487,0.06,-0.18,0.906,0.242,-0.104,19h30m20.96s,+49d50m04.1s,15.328,"CANDIDATE,CANDIDATE"
8873873,00000000000000000000000000000000e539ab672b25bb2a5c8c42d02eff6eb3,,CANDIDATE,CANDIDATE,0.665,295.06066,0.02829,-0.02829,314.2081,0.0579,-0.0579,0.052,0.4,-0.052,16.18,1.4,-1.4,72.2,8.4,-8.4,0.64,0.07,-0.07,233.0,0.7,0.28,-0.21,10.4,1.0,q1_q17_dr25_tce,5332.0,160.0,-144.0,4.524,0.097,-0.06,0.762,0.087,-0.087,19h07m47.87s,+45d08m31.7s,11.922,"CANDIDATE,CANDIDATE"
12266099,0000000000000000000000000000000053a24894e7ab5364f99c32e5fde40410,,CANDIDATE,CANDIDATE,0.34,77.177672,0.00111,-0.00111,146.9243,0.0113,-0.0113,0.026,0.439,-0.026,2.312,0.277,-0.277,318.6,50.1,-50.1,1.29,0.09,-0.12,327.0,2.7,0.79,-0.72,8.0,1.0,q1_q17_dr25_tce,4840.0,145.0,-130.0,4.551,0.066,-0.039,0.749,0.053,-0.072,19h42m16.80s,+50d54m17.6s,14.427,"CANDIDATE,CANDIDATE"
2284957,00000000000000000000000000000000abd48f2583bffbb9c1b9473d919c12cd,,CANDIDATE,CANDIDATE,0.416,419.2615,0.02931,-0.02931,187.5475,0.0581,-0.0581,0.5,0.447,-0.296,21.53,2.6,-2.6,287.8,41.8,-41.8,1.7,0.46,-0.31,256.0,1.02,0.82,-0.41,10.1,1.0,q1_q17_dr25_tce,5979.0,161.0,-179.0,4.379,0.17,-0.187,0.975,0.266,-0.177,19h06m28.60s,+37d37m34.5s,14.547,"CANDIDATE,CANDIDATE"
9651234,00000000000000000000000000000000c33b99e44727b55770f4a9b4342a1d35,xxxxxxx1020,CONFIRMED,CANDIDATE,1.0,96.9151707,0.0002916,-0.0002916,187.08955,0.00236,-0.00236,0.541,0.061,-0.41,6.065,0.0805,-0.0805,862.8,18.7,-18.7,2.37,0.17,-0.13,325.0,2.64,0.64,-0.44,53.4,1.0,q1_q17_dr25_tce,5162.0,103.0,-93.0,4.559,0.036,-0.054,0.791,0.056,-0.042,19h30m41.41s,+46d22m38.7s,14.031,"CONFIRMED,CANDIDATE"
11769890,0000000000000000000000000000000004e2430d4d468be9df949640d46b4c60,xxxxxxx1036,CONFIRMED,CANDIDATE,1.0,122.8799543,0.0006807,-0.0006807,165.46356,0.00438,-0.00438,0.872,0.039,-0.615,7.835,0.156,-0.156,717.7,19.7,-19.7,2.7,0.28,-0.16,326.0,2.66,0.83,-0.49,41.9,1.0,q1_q17_dr25_tce,5413.0,107.0,-107.0,4.51,0.052,-0.078,0.861,0.088,-0.051,19h40m43.59s,+49d56m44.8s,13.8,"CONFIRMED,CANDIDATE"
10779233,000000000000000000000000000000008a8d42d54abfbf00aa138562c32cea66,xxxxxxx1040,CONFIRMED,CANDIDATE,0.861,201.118319,0.001461,-0.001461,187.56986,0.00529,-0.00529,0.001,0.417,-0.001,10.328,0.165,-0.165,584.8,19.2,-19.2,2.28,0.32,-0.2,300.0,1.92,0.77,-0.44,34.7,1.0,q1_q17_dr25_tce,5646.0,101.0,-112.0,4.447,0.072,-0.108,0.954,0.135,-0.083,18h52m27.30s,+48d07m53.0s,13.328,"CONFIRMED,CANDIDATE"
9839821,000000000000000000000000000000000df8e5511f59524338d8d2faecaf87f8,xxxxxxx1052,CONFIRMED,CANDIDATE,0.877,180.921729,0.002826,-0.002826,234.3344,0.0133,-0.0133,0.025,0.42,-0.025,8.99,0.377,-0.377,742.4,50.4,-50.4,2.3,0.54,-0.19,302.0,1.96,1.32,-0.49,16.2,2.0,q1_q17_dr25_tce,5818.0,139.0,-157.0,4.554,0.042,-0.168,0.848,0.199,-0.071,19h41m22.25s,+46d36m08.1s,14.876,"CONFIRMED,CANDIDATE"
9349482,0000000000000000000000000000000030e9bc6c2318abe3f438acd46cefdcd2,xxxxxxx1058,CONFIRMED,CANDIDATE,0.996,110.9643706,0.0008471,-0.0008471,187.04621,0.00648,-0.00648,0.729,0.035,-0.511,12.831,0.242,-0.242,1283.2,34.1,-34.1,2.11,0.15,-0.19,239.0,0.77,0.22,-0.21,42.1,1.0,q1_q17_dr25_tce,4441.0,133.0,-146.0,4.695,0.059,-0.027,0.546,0.039,-0.049,19h38m22.99s,+45d52m30.1s,15.498,"CONFIRMED,CANDIDATE"
9351316,0000000000000000000000000000000042fef3da73a4b38ed86dc989b694ec41,xxxxxxx1086,CONFIRMED,CANDIDATE,1.0,161.515617,0.001258,-0.001258,176.49978,0.00636,-0.00636,0.001,0.511,-0.001,6.548,0.288,-0.288,2215.3,97.1,-97.1,2.88,0.12,-0.13,211.0,0.47,0.08,-0.07,25.2,2.0,q1_q17_dr25_tce,4243.0,84.0,-84.0,4.637,0.027,-0.02,0.641,0.025,-0.03,19h41m00.28s,+45d50m34.7s,15.561,"CONFIRMED,CANDIDATE"
8505920,000000000000000000000000000000002f9040cd3832e63d313e75eba96bfc73,xxxxxxx1090,CONFIRMED,CANDIDATE,0.998,198.680859,0.002424,-0.002424,270.66535,0.00821,-0.00821,0.746,0.044,-0.519,8.282,0.258,-0.258,645.4,40.7,-40.7,2.79,0.45,-0.36,297.0,1.83,0.78,-0.53,16.6,2.0,q1_q17_dr25_tce,5330.0,79.0,-79.0,4.366,0.137,-0.125,1.013,0.162,-0.133,19h42m39.09s,+44d31m33.0s,15.001,"CONFIRMED,CANDIDATE"
7008211,00000000000000000000000000000000dd82aa05a590d556763a048c9f32bad7,xxxxxxx1097,CONFIRMED,CANDIDATE,0.996,187.746606,0.00146,-0.00146,157.35064,0.00574,-0.00574,0.015,0.436,-0.015,5.885,0.179,-0.179,1583.0,90.1,-90.1,2.95,0.41,-0.3,267.0,1.2,0.59,-0.35,20.2,1.0,q1_q17_dr25_tce,5303.0,193.0,-171.0,4.55,0.075,-0.075,0.753,0.104,-0.076,18h46m22.60s,+42d35m47.1s,15.206,"CONFIRMED,CANDIDATE"
9205938,000000000000000000000000000000002937aa67ed3ab802b54323991156578d,xxxxxxx1126,CONFIRMED,CANDIDATE,0.92,199.66876,0.003961,-0.003961,131.609,0.0171,-0.0171,0.046,0.42,-0.046,8.996,0.483,-0.483,251.9,19.7,-19.7,1.45,0.18,-0.18,305.0,2.06,0.76,-0.59,13.9,2.0,q1_q17_dr25_tce,5678.0,113.0,-102.0,4.409,0.132,-0.088,0.921,0.115,-0.115,19h02m46.08s,+45d41m21.8s,14.033,"CONFIRMED,CANDIDATE"
10027247,00000000000000000000000000000000cd8a45a78c8269d14d13da62c77d700b,xxxxxxx1229,CONFIRMED,CANDIDATE,0.937,86.829519,0.00129,-0.00129,189.26162,0.00969,-0.00969,0.953,0.018,-0.669,7.464,0.371,-0.371,751.0,57.2,-57.2,1.68,0.12,-0.21,196.0,0.35,0.08,-0.11,15.1,1.0,q1_q17_dr25_tce,3576.0,71.0,-85.0,4.791,0.055,-0.035,0.463,0.034,-0.058,19h49m56.81s,+46d59m48.2s,15.474,"CONFIRMED,CANDIDATE"
5871985,00000000000000000000000000000000af9e4df5b49b901e2d8629bba0e2eeb7,xxxxxxx1318,CONFIRMED,CANDIDATE,1.0,213.258526,0.001214,-0.001214,268.13424,0.00457,-0.00457,0.037,0.396,-0.037,7.768,0.172,-0.172,1992.3,62.6,-62.6,2.72,0.24,-0.22,202.0,0.39,0.15,-0.1,36.1,1.0,q1_q17_dr25_tce,4477.0,159.0,-159.0,4.649,0.035,-0.039,0.637,0.056,-0.051,19h21m30.31s,+41d09m02.7s,15.165,"CONFIRMED,CANDIDATE"
8210018,0000000000000000000000000000000054ec0efbff87cdbc7d07787ffdcad2a6,xxxxxxx1341,CONFIRMED,CANDIDATE,1.0,132.9955503,0.0008734,-0.0008734,258.3961,0.00492,-0.00492,0.703,0.197,-0.488,7.436,0.18,-0.18,1275.4,49.5,-49.5,2.51,0.21,-0.21,241.0,0.8,0.29,-0.22,29.3,1.0,q1_q17_dr25_tce,4523.0,161.0,-161.0,4.636,0.032,-0.039,0.659,0.055,-0.055,18h42m02.82s,+44d09m33.7s,15.028,"CONFIRMED,CANDIDATE"
5609593,0000000000000000000000000000000016db7352cbd81a87db00a4abebd8b095,xxxxxxx1362,CONFIRMED,CANDIDATE,1.0,136.205112,0.001384,-0.001384,234.72601,0.0077,-0.0077,0.49,0.064,-0.417,5.568,0.2,-0.2,1209.3,70.2,-70.2,2.35,0.22,-0.17,248.0,0.89,0.33,-0.23,20.0,1.0,q1_q17_dr25_tce,4648.0,167.0,-167.0,4.631,0.032,-0.042,0.675,0.062,-0.05,19h14m09.25s,+40d52m37.6s,15.839,"CONFIRMED,CANDIDATE"
7603200,0000000000000000000000000000000025bdcaff42dcf58cc9120edfd30818a9,xxxxxxx138 ,CONFIRMED,CANDIDATE,1.0,23.08902241,2.414e-05,-2.414e-05,171.007634,0.000811,-0.000811,0.32,0.1,-0.32,1.7012,0.0301,-0.0301,598.3,11.7,-11.7,1.24,0.08,-0.12,338.0,3.1,0.7,-0.78,57.4,2.0,q1_q17_dr25_tce,3846.0,77.0,-84.0,4.738,0.052,-0.024,0.503,0.032,-0.048,19h21m31.56s,+43d17m34.8s,12.925,"CONFIRMED,CANDIDATE"
10122538,00000000000000000000000000000000614f6813d4b6af7e7c77b081a51c78a8,xxxxxxx1388,CONFIRMED,CANDIDATE,1.0,37.6333868,0.0007794,-0.0007794,158.8156,0.0238,-0.0238,0.338,0.135,-0.338,4.49,0.221,-0.221,1661.7,98.0,-98.0,2.25,0.14,-0.1,299.0,1.88,0.4,-0.31,18.6,4.0,q1_q17_dr25_tce,3891.0,70.0,-86.0,4.718,0.018,-0.042,0.564,0.035,-0.026,18h53m20.65s,+47d10m28.3s,16.279,"CONFIRMED,CANDIDATE"
8611257,000000000000000000000000000000005854e51906c925ce9a66e464885847b4,xxxxxxx1389,CONFIRMED,CANDIDATE,0.999,99.2532336,0.000916,-0.000916,148.53067,0.00838,-0.00838,0.947,0.005,-0.674,7.208,0.226,-0.226,538.0,30.6,-30.6,2.17,0.15,-0.08,300.0,1.93,0.44,-0.29,20.5,1.0,q1_q17_dr25_tce,5010.0,100.0,-100.0,4.623,0.014,-0.052,0.715,0.047,-0.029,19h02m52.18s,+44d45m30.3s,14.699,"CONFIRMED,CANDIDATE"
3642335,00000000000000000000000000000000b0bf5e4468330d41f75a261b53721812,xxxxxxx1410,CONFIRMED,CANDIDATE,0.996,60.8660974,0.0006497,-0.0006497,179.28674,0.00787,-0.00787,0.004,0.463,-0.004,4.397,0.238,-0.238,714.3,53.7,-53.7,1.39,0.07,-0.1,244.0,0.84,0.17,-0.16,15.4,1.0,q1_q17_dr25_tce,3808.0,69.0,-76.0,4.734,0.033,-0.027,0.522,0.028,-0.035,19h22m02.45s,+38d44m36.8s,15.757,"CONFIRMED,CANDIDATE"
8826007,0000000000000000000000000000000067f4d01d0d5e60300a9ad0831afade38,xxxxxxx1450,CONFIRMED,CANDIDATE,0.99,54.5091549,0.0005671,-0.0005671,140.82739,0.00778,-0.00778,0.94,0.008,-0.703,5.125,0.179,-0.179,622.2,42.2,-42.2,1.94,0.18,-0.16,308.0,2.13,0.69,-0.54,17.0,1.0,q1_q17_dr25_tce,4406.0,118.0,-131.0,4.67,0.036,-0.04,0.603,0.056,-0.05,19h38m12.92s,+45d04m53.0s,15.498,"CONFIRMED,CANDIDATE"
12066569,000000000000000000000000000000008524eaf817c8ec368b90ca5220c4528a,xxxxxxx1455,CONFIRMED,CANDIDATE,0.996,49.2768448,0.0003357,-0.0003357,157.02073,0.00515,-0.00515,0.022,0.419,-0.022,3.787,0.171,-0.171,1132.9,73.0,-73.0,1.75,0.09,-0.13,271.0,1.28,0.26,-0.26,17.8,1.0,q1_q17_dr25_tce,3899.0,78.0,-78.0,4.713,0.039,-0.021,0.529,0.028,-0.038,19h36m19.94s,+50d30m10.0s,15.855,"CONFIRMED,CANDIDATE"
9447166,0000000000000000000000000000000013a8a19c526f93db1c3d7470fcd77904,xxxxxxx1459,CONFIRMED,CANDIDATE,0.956,62.869463,0.001024,-0.001024,166.0137,0.0124,-0.0124,0.954,0.002,-0.671,6.842,0.299,-0.299,341.7,25.1,-25.1,1.96,0.06,-0.12,349.0,3.51,0.51,-0.59,16.2,1.0,q1_q17_dr25_tce,4762.0,85.0,-76.0,4.535,0.056,-0.016,0.781,0.026,-0.045,18h49m41.53s,+46d00m50.5s,14.591,"CONFIRMED,CANDIDATE"
7131760,000000000000000000000000000000000f0dda4aab5c30a67f9811350497fc6a,xxxxxxx1490,CONFIRMED,CANDIDATE,0.943,92.436978,0.001035,-0.001035,163.5794,0.0108,-0.0108,0.943,0.025,-0.659,6.432,0.302,-0.302,955.2,60.4,-60.4,2.89,0.59,-0.25,348.0,3.46,2.16,-0.9,17.8,1.0,q1_q17_dr25_tce,5595.0,167.0,-167.0,4.606,0.034,-0.127,0.741,0.149,-0.064,19h42m46.46s,+42d36m34.2s,15.449,"CONFIRMED,CANDIDATE"
7288306,00000000000000000000000000000000bc4fbb366d192feaeefd64e60f474080,xxxxxxx1503,CONFIRMED,CANDIDATE,0.985,96.169569,0.001086,-0.001086,170.2581,0.00954,-0.00954,0.049,0.411,-0.049,7.496,0.275,-0.275,894.5,52.0,-52.0,2.07,0.33,-0.14,321.0,2.52,1.3,-0.58,20.0,1.0,q1_q17_dr25_tce,5340.0,160.0,-160.0,4.633,0.036,-0.09,0.702,0.112,-0.048,19h34m54.52s,+42d48m24.3s,15.796,"CONFIRMED,CANDIDATE"
8424002,0000000000000000000000000000000073fc153fedbbd2e06f6347d98c5d926e,xxxxxxx1512,CONFIRMED,CANDIDATE,1.0,20.35971899,5.479e-05,-5.479e-05,134.29123,0.00218,-0.00218,0.925,0.005,-0.693,2.1521,0.0621,-0.0621,345.7,15.2,-15.2,0.8,0.12,-0.16,276.0,1.38,0.58,-0.58,26.8,1.0,q1_q17_dr25_tce,3419.0,67.0,-76.0,4.904,0.084,-0.052,0.344,0.051,-0.07,19h17m05.88s,+44d28m13.2s,13.393,"CONFIRMED,CANDIDATE"
6508221,00000000000000000000000000000000b5b6462eebbd59b9734a95ad8881ce45,xxxxxxx152 ,CONFIRMED,CANDIDATE,0.766,88.2553729,0.0002107,-0.0002107,153.77974,0.00188,-0.00188,0.886,0.008,-0.627,4.539,0.134,-0.134,1132.2,22.4,-22.4,2.96,0.22,-0.12,326.0,2.67,0.65,-0.41,54.2,2.0,q1_q17_dr25_tce,5176.0,102.0,-102.0,4.612,0.016,-0.06,0.738,0.054,-0.031,19h07m27.72s,+41d59m20.7s,14.29,"CONFIRMED,CANDIDATE"
9280239,0000000000000000000000000000000065d5c296b0e64dbbed64e37051e9ccf3,xxxxxxx1536,CONFIRMED,CANDIDATE,0.99,364.751562,0.005117,-0.005117,135.47514,0.00915,-0.00915,0.875,0.014,-0.614,13.057,0.557,-0.557,1481.5,68.3,-68.3,2.89,0.2,-0.29,166.0,0.18,0.06,-0.05,25.5,1.0,q1_q17_dr25_tce,4386.0,137.0,-168.0,4.629,0.056,-0.024,0.63,0.045,-0.062,19h26m20.44s,+45d42m56.8s,15.188,"CONFIRMED,CANDIDATE"
8282846,0000000000000000000000000000000004adaa2251f2120a0486e7123b32fec2,xxxxxxx1539,CONFIRMED,CANDIDATE,1.0,133.303247,0.001334,-0.001334,167.76042,0.00848,-0.00848,0.063,0.379,-0.063,7.342,0.217,-0.217,1017.5,57.9,-57.9,2.67,0.12,-0.24,301.0,1.94,0.3,-0.44,20.6,1.0,q1_q17_dr25_tce,5064.0,75.0,-83.0,4.474,0.084,-0.03,0.864,0.039,-0.077,18h56m52.66s,+44d16m06.7s,15.307,"CONFIRMED,CANDIDATE"
11415243,000000000000000000000000000000000a229a271f3e549d6c67f02f607b5e1f,xxxxxxx1544,CONFIRMED,CANDIDATE,0.965,168.81133,0.002102,-0.002102,211.43982,0.00976,-0.00976,0.083,0.399,-0.083,6.582,0.36,-0.36,614.4,47.1,-47.1,1.69,0.1,-0.06,241.0,0.8,0.17,-0.12,15.3,1.0,q1_q17_dr25_tce,4798.0,95.0,-95.0,4.62,0.015,-0.045,0.707,0.043,-0.025,19h49m08.40s,+49d12m44.9s,14.061,"CONFIRMED,CANDIDATE"
10360722,00000000000000000000000000000000ad2b261d9125d7f56e5342050f35c152,xxxxxxx1545,CONFIRMED,CANDIDATE,0.996,163.692336,0.001319,-0.001319,238.76817,0.00531,-0.00531,0.028,0.423,-0.028,6.853,0.189,-0.189,1138.0,60.7,-60.7,2.75,0.11,-0.21,274.0,1.34,0.21,-0.27,21.0,1.0,q1_q17_dr25_tce,4999.0,79.0,-79.0,4.49,0.077,-0.028,0.843,0.035,-0.065,19h55m35.70s,+47d27m47.1s,15.031,"CONFIRMED,CANDIDATE"
3937814,0000000000000000000000000000000035e7f475cb8ea4ed286f0820cdfa42bb,xxxxxxx1549,CONFIRMED,CANDIDATE,0.82,214.881456,0.003917,-0.003917,213.4044,0.0132,-0.0132,0.023,0.438,-0.023,9.581,0.404,-0.404,759.2,48.7,-48.7,2.68,0.29,-0.37,286.0,1.59,0.49,-0.47,16.1,1.0,q1_q17_dr25_tce,5323.0,79.0,-79.0,4.378,0.126,-0.084,0.995,0.111,-0.135,19h04m12.58s,+39d05m45.8s,15.188,"CONFIRMED,CANDIDATE"
12302530,000000000000000000000000000000007a13a8e7eb5e39b350d7380cd6de873f,xxxxxxx155 ,CONFIRMED,CANDIDATE,1.0,52.6615266,0.000136,-0.000136,183.52054,0.00214,-0.00214,0.682,0.036,-0.488,3.1592,0.0745,-0.0745,1078.1,29.3,-29.3,1.87,0.11,-0.12,271.0,1.28,0.26,-0.25,38.4,2.0,q1_q17_dr25_tce,3984.0,71.0,-86.0,4.72,0.03,-0.03,0.539,0.031,-0.035,19h13m59.00s,+51d04m55.0s,14.258,"CONFIRMED,CANDIDATE"
3747817,00000000000000000000000000000000fe5989c7ca1689ac06546c21f9f96ef7,xxxxxxx1552,CONFIRMED,CANDIDATE,0.999,184.77271,0.002335,-0.002335,217.3573,0.0108,-0.0108,0.04,0.428,-0.04,9.568,0.287,-0.287,951.4,47.0,-47.0,2.41,0.22,-0.1,268.0,1.21,0.35,-0.18,21.0,1.0,q1_q17_dr25_tce,5273.0,105.0,-105.0,4.566,0.025,-0.07,0.801,0.072,-0.033,19h26m42.44s,+38d52m29.7s,14.838,"CONFIRMED,CANDIDATE"
5084171,0000000000000000000000000000000097bc5a5a86e5952eedffc35f0e28b818,xxxxxxx1567,CONFIRMED,CANDIDATE,0.949,153.979362,0.001726,-0.001726,165.491,0.0111,-0.0111,0.036,0.401,-0.036,9.028,0.277,-0.277,792.5,55.5,-55.5,2.53,0.77,-0.25,330.0,2.82,2.51,-0.8,16.1,1.0,q1_q17_dr25_tce,5858.0,159.0,-176.0,4.502,0.052,-0.195,0.903,0.274,-0.091,19h06m46.85s,+40d17m30.5s,15.672,"CONFIRMED,CANDIDATE"
5640085,00000000000000000000000000000000e4c1cff3a72110bf0b3bd4e472442845,xxxxxxx159 ,CONFIRMED,CANDIDATE,0.0,43.5859419,0.0001807,-0.0001807,194.6107,0.00278,-0.00278,0.011,0.417,-0.011,4.6814,0.0975,-0.0975,1708.7,46.8,-46.8,2.05,0.15,-0.17,275.0,1.35,0.33,-0.31,38.9,2.0,q1_q17_dr25_tce,3893.0,78.0,-85.0,4.758,0.04,-0.036,0.5,0.037,-0.041,19h48m16.84s,+40d52m07.6s,14.902,"CONFIRMED,CANDIDATE"
8459663,000000000000000000000000000000007838ab067146393e8dd04ae7775ffb7d,xxxxxxx1593,CONFIRMED,CANDIDATE,0.976,174.510276,0.002148,-0.002148,201.47056,0.00966,-0.00966,0.024,0.413,-0.024,6.689,0.345,-0.345,1530.0,115.0,-115.0,1.74,0.14,-0.2,186.0,0.28,0.09,-0.09,14.8,1.0,q1_q17_dr25_tce,4367.0,124.0,-155.0,4.822,0.06,-0.054,0.452,0.038,-0.052,20h01m57.16s,+44d27m38.4s,15.873,"CONFIRMED,CANDIDATE"
3645438,00000000000000000000000000000000a1f9251154b8517a544fd215ce1f76b9,xxxxxxx1600,CONFIRMED,CANDIDATE,0.911,386.370512,0.008255,-0.008255,452.874,0.0103,-0.0103,0.01,0.441,-0.01,11.007,0.375,-0.375,1336.4,94.4,-94.4,2.96,0.17,-0.19,209.0,0.45,0.09,-0.08,13.1,1.0,q1_q17_dr25_tce,5119.0,82.0,-82.0,4.508,0.06,-0.04,0.834,0.047,-0.052,19h25m35.85s,+38d47m15.9s,15.825,"CONFIRMED,CANDIDATE"
7429240,000000000000000000000000000000007b96d6f5ecddb4e384c8054c6056c5ad,xxxxxxx1606,CONFIRMED,CANDIDATE,1.0,196.436796,0.002543,-0.002543,173.692,0.0113,-0.0113,0.019,0.426,-0.019,8.556,0.371,-0.371,631.9,50.9,-50.9,2.33,0.28,-0.19,292.0,1.72,0.57,-0.36,14.4,1.0,q1_q17_dr25_tce,5462.0,82.0,-82.0,4.452,0.072,-0.096,0.946,0.115,-0.077,19h05m30.78s,+43d04m23.7s,15.139,"CONFIRMED,CANDIDATE"
6444896,000000000000000000000000000000005d3c775ded793543c5d49446ca5b8ccf,xxxxxxx1649,CONFIRMED,FALSE POSITIVE,0.374,19.5352551,0.0001018,-0.0001018,148.20374,0.00531,-0.00531,0.702,0.235,-0.496,1.013,0.145,-0.145,1732.0,239.0,-239.0,0.53,0.0,0.0,161.0,0.16,0.0,0.0,5.9,2.0,q1_q17_dr25_tce,2703.0,0.0,0.0,5.274,0.0,0.0,0.118,0.0,0.0,19h30m00.91s,+41d49m49.5s,17.131,"CONFIRMED,FALSE POSITIVE"
6444896,00000000000000000000000000000000431d306662d04b91009acbd310a47a6e,xxxxxxx1649,CONFIRMED,CANDIDATE,1.0,8.68910764,3.364e-05,-3.364e-05,133.23559,0.00388,-0.00388,0.049,0.417,-0.049,1.1627,0.0951,-0.0951,1679.0,134.0,-134.0,0.49,0.0,0.0,211.0,0.47,0.0,0.0,9.6,1.0,q1_q17_dr25_tce,2703.0,0.0,0.0,5.274,0.0,0.0,0.118,0.0,0.0,19h30m00.91s,+41d49m49.5s,17.131,"CONFIRMED,CANDIDATE"
11768142,0000000000000000000000000000000062b5747a2f2ad9188d669e30b6c5397a,xxxxxxx1652,CONFIRMED,CANDIDATE,0.999,38.0970717,0.0003079,-0.0003079,140.00353,0.00659,-0.00659,0.953,0.019,-0.688,4.307,0.21,-0.21,913.3,59.1,-59.1,1.58,0.2,-0.21,242.0,0.81,0.3,-0.25,17.0,1.0,q1_q17_dr25_tce,3554.0,71.0,-80.0,4.867,0.055,-0.055,0.398,0.049,-0.054,19h37m27.86s,+49d54m54.2s,15.931,"CONFIRMED,CANDIDATE"
5977470,000000000000000000000000000000000af8e3021a13f6262c4ded5b1e79d236,xxxxxxx1653,CONFIRMED,CANDIDATE,0.934,140.251943,0.001677,-0.001677,175.137,0.0103,-0.0103,0.323,0.139,-0.323,6.576,0.327,-0.327,567.7,54.8,-54.8,1.84,0.05,-0.12,271.0,1.28,0.17,-0.24,11.9,1.0,q1_q17_dr25_tce,4821.0,76.0,-86.0,4.529,0.064,-0.016,0.788,0.023,-0.051,19h45m49.86s,+41d15m57.7s,15.429,"CONFIRMED,CANDIDATE"
9654468,00000000000000000000000000000000b6ee9a99be2ce59c60d2b81567adef57,xxxxxxx1684,CONFIRMED,CANDIDATE,1.0,47.7052566,0.0004697,-0.0004697,146.3164,0.01,-0.01,0.918,0.025,-0.627,5.959,0.251,-0.251,1161.5,58.9,-58.9,2.89,0.12,-0.14,347.0,3.42,0.58,-0.57,22.8,1.0,q1_q17_dr25_tce,4551.0,90.0,-90.0,4.609,0.036,-0.018,0.672,0.027,-0.033,19h36m01.30s,+46d18m38.5s,16.22,"CONFIRMED,CANDIDATE"
